"IDRSSD"	RCFD1410	RCFD1420	RCFD1460	RCFD1563	RCFD1590	RCFD1763	RCFD1764	RCFD1797	RCFD2081	RCFD2107	RCFD2122	RCFD2123	RCFD2746	RCFD5367	RCFD5368	RCFDA247	RCFDA570	RCFDA571	RCFDA572	RCFDA573	RCFDA574	RCFDA575	RCFDB532	RCFDB533	RCFDB534	RCFDB536	RCFDB537	RCFDB538	RCFDB539	RCFDB837	RCFDC391	RCFDC779	RCFDC780	RCFDF158	RCFDF159	RCFDF160	RCFDF161	RCFDF162	RCFDF163	RCFDG091	RCFDG092	RCFDG093	RCFDG094	RCFDG095	RCFDG096	RCFDG097	RCFDG098	RCFDG099	RCFDG100	RCFDG101	RCFDG102	RCFDG378	RCFDHK25	RCFDK098	RCFDK137	RCFDK163	RCFDK164	RCFDK165	RCFDK168	RCFDK203	RCFDK204	RCFDK207	RCON1288	RCON1420	RCON1460	RCON1545	RCON1590	RCON1763	RCON1764	RCON1766	RCON1797	RCON2081	RCON2107	RCON2122	RCON2123	RCON2165	RCON2746	RCON5367	RCON5368	RCON5370	RCONA247	RCONA564	RCONA565	RCONA566	RCONA567	RCONA568	RCONA569	RCONA570	RCONA571	RCONA572	RCONA573	RCONA574	RCONA575	RCONB531	RCONB534	RCONB535	RCONB538	RCONB539	RCONB837	RCONC391	RCONC779	RCONC780	RCONF158	RCONF159	RCONF160	RCONF161	RCONF162	RCONF163	RCONF230	RCONF231	RCONF232	RCONF576	RCONF577	RCONG091	RCONG092	RCONG093	RCONG094	RCONG095	RCONG096	RCONG097	RCONG098	RCONG099	RCONG100	RCONG101	RCONG102	RCONG376	RCONG378	RCONGW45	RCONGW46	RCONGW47	RCONHK25	RCONJ451	RCONJ454	RCONJ464	RCONK098	RCONK137	RCONK158	RCONK159	RCONK160	RCONK161	RCONK162	RCONK163	RCONK164	RCONK165	RCONK166	RCONK168	RCONK203	RCONK204	RCONK207	RCONK256	RCONLE75	RCONLG24	RCONLG25	RCONPR04	RCONPR05	RCONPR06	RIADG377	
595430																																																																67	56199	0	0	611239	0	611239	16700		2762	1493113	0	37889	922	98489	872	45222	965486	3770	1621	9575	6859	42583	33969	427942	701407	89019	131547	39788	1933	0	0	0	0	149	0				3503	45555	76590	76968	0	37889				80	61														770537				80	95	12872	95	0	464	0	0	0	0	0	0	0	0	0	0	0	0	452700	0	73	CONF	CONF					
595869		416	2232439	235123	0	2763226	75666	292728	0	0	19052774	0	122518	6685181	18951	3693287	3965299	1347350	2709062	3179435	874558	246992	0	0	0	0	0	0	0	1195448				20664	541996	1541566	4639324	0	0													14010844	2688	0	0	2688	0	0	0	0	0	5494		416	2228607	0	0	2763226	0		275884	0	0	18709153	0	0		6667438	18951	4587965		259009	1283853	1699740	1443127	976263	990812							0	0	0	0	0					20664	541996	1519358	4431996						0	8001																			2634	232489			0	0	0	0	0	0				0				5494		330	CONF	CONF					
595944																																																																16890	796		13743			2725	0		115	55023	0	0	0	13628	273		16060	201	145	2923	7268	3088	0	8577	7137	4870	8759	11693	360				0	28					960	1230	282	1636							0														20672				136		0	2		1775													940			CONF	CONF					
596062																																																																104253	41892		31255			60292	909		2609	839561	0	782	0	297956	8014		116604	7418	19811	31951	43524	56671	138404	58601	81010	81132	116746	65250	128983				0	0					46266	49380	36707	102602							165														353288				807		4410	211		20030													31993			CONF	CONF					
596156																																																																0	17688	0	0	29047	0	29047	4232		0	493087	0	0	0	77766	2931	70829	35422	3687	1868	27443	24503	6777	13488	31869	27729	144292	124163	34261	53007	0	0	0	0	0	0				9862	38820	203856	100566	0	0				0	0														493087				0	391	0	391	0	237	0	0	0	0	0	0	0	0	0	0	0	0	7691	0	0	CONF	CONF					
596277																																																																0	0		0			0	0		0	19020	0	0	0	11945	0		940	1428	750	3806	3957	844	1111	946	989	680	991	971	2121				0	0					0	0	6763	0							0														0				0		0	0		0													312			CONF	CONF					
596455																																																															0	2435	1630		2846			9268	11620		0	135138	0	0	0	36614	2083		30612	731	2201	13636	9927	4382	5087	13088	14592	22504	21071	6694	20248				0	69					10584	8939	21539	22649							0														63910				450		0	28		1810													3024			CONF	CONF					
596978																																																																0	45234		0			6306	1159		0	199398	0	0	0	56525	3150		14705	5623	1029	8656	36667	3177	1304	8384	10163	48746	69109	6471	0				0	3					1315	1831	5616	77576							0														155013				45		0	26		487													170			CONF	CONF					
597041																																																																2447	5676		1875			6060	4669		357	102068	0	0	0	41476	999		41794	4387	2417	3196	15088	6	16382	9921	25896	11201	12289	1115	5				0	1					20166	7405	8806	1565							0														45297				0		0	12		251													303			CONF	CONF					
597313																																																																5553	17236		1009			56041	13658		5613	343460	0	0	0	98584	15751		28470	1932	4841	12246	15413	18264	45732	47178	12788	49016	69964	36705	28836				0	136					4600	1941	99056	21896							434														246804				0		0	21		29													2336			CONF	CONF					
597452																																																																3462	12791		0			21549	6851		0	220493	592	0	0	51275	2253		37631	6633	6627	20141	13539	2330	1844	33575	40107	48527	36964	9369	0				0	0					29769	10396	46998	32526							0														76315				1597		0	889		363													1963			CONF	CONF					
597546																																																																51284	22384		7531			23776	13510		12251	343576	0	0	0	75877	4773		45317	1801	1687	11595	30461	29700	572	57572	19126	71369	76739	42787	106				274	101					2811	14658	62378	39981							61													0	112415				761		4000	16		5759													2212			CONF	CONF				0	
597658																																																																10768	975		25509			11794	20		0	77994	0	0	0	15076	572		28999	330	784	308	990	10531	2000	25155	2730	8428	10245	9574	5535				0	14					0	394	5320	3049							0													0	0				0		0	0		2729													1774			CONF	CONF				0	
598002																																																																514	23584	0	0	41868	0	41868	14781		251	591923	0	0	0	269061	7789	34754	4283	15457	8725	10108	8868	74141	151434	22988	19624	16526	75105	114395	74095	0	0	0	0	38	0				3880	14123	87270	32548	0	0				0	0														189141				0	30	0	30	0	4695	0	0	0	0	0	0	0	0	0	0	0	0	91491	0	0	CONF	CONF					
598048																																																																616	9084		8			73497	15378		1921	474212	0	0	0	102224	2004		73108	1393	3795	24700	18960	52534	618	77362	39861	121732	98897	29402	283				211	30523					3621	31355	95526	88020							66														371750				4238		0	121		16261													3842			CONF	CONF					
598132																																																																4353	33		372			8343	0		0	36351	0	0	0	5202	0		7925	62	596	656	3226	662	0	3048	4233	12871	9552	1362	0				0	0					0	380	6272	9776							0														0				0		0	81		642													897			CONF	CONF					
598543																																																																9744	0		48510			1973	1090		197	64976	0	0	0	1634	0		13237	0	154	470	211	390	409	10601	4349	15884	24046	8321	141				0	0					0	0	862	0							0														8846				0		0	28		558													380			CONF	CONF					
599643																																																																39474	7505		21620			25360	599		4233	191554	44	0	0	20347	0		41438	1472	2872	6387	3745	2643	3102	20457	23796	50652	39020	20608	14625				0	0					384	17259	15798	37141							0														42944				2349		0	8		1172													698			CONF	CONF					
599764																																																																50662	106345	0	5573	241282	0	241282	22642		270410	2924703	0	0	2176	551549	13984	36456	277750	3798	5867	8804	18044	99537	415185	437763	99424	375370	371890	896532	187729	0	0	0	0	6210	0				75712	378728	648391	528219	0	0				0	0													0	1648711				0	714	7299	714	0	3621	0	0	0	0	0	0	0	0	0	0	0	0	13362	0	500	CONF	CONF				0	
600419																																																																25301	160885		3508			137321	31734		23855	1158018	0	0	0	325864	21930		94710	4100	7453	16874	29838	70067	197252	375370	40241	147438	146414	103655	18870				0	861					37535	104525	104993	173912							364													44005	507741				1247		0	1521		241													4032			CONF	CONF				2143	
601032																																																															0	7224	0		1653			2854	0		591	22952	0	0	0	7446	360	0	3302	219	586	3366	3001	153	0	844	1799	5911	4818	1861	195				0	0					0	0	0	1030						192	40														9841				751		3	0	0	937	0	0	0	0	0			550	550	0	0	0	854	9	0	CONF	CONF					
601041																																																																10870	0		5897			4392	496		0	68967	0	0	0	18066	2687	0	20437	256	1056	4882	11077	517	191	8468	10657	20271	9079	1414	0				0	0					1550	0	9098	4057						242	0														0				1167		0	319	0	2416	0	0	0	638	0			287	287	0	0	0	9119	0	0	CONF	CONF					
601050																																																															40134	202065	281542	158	98459	3838052	0	3838052	313693		700849	17134446	0	874050	92437	3148755	101526	1131398	3817909	65563	61617	153363	233324	1369731	1263816	8467187	586283	1866516	1833299	1204488	21050	88	46	40000	574829	768200	0	5231			126941	1413879	1121910	2012581	0	874050				2390	1496														6617227				121508	271628	118005	271786	0	824702	0	0	0	3257	102777	8257	0	4827	0	0	0	0	302488	8257	0	CONF	CONF					
601153																																																																11158	0		58204			13192	0		194	103155	0	0	0	9625	29		23383	0	345	1936	3673	3640	29	7707	19601	38230	20088	7014	749				162	0					1476	0	3097	0							0														76027				0		0	98		2860													3060			CONF	CONF					
601416																																																																10252	423469	0	11231	575340	0	575340	72381		23742	4433039	0	0	0	652038	14623	138087	582913	5282	8577	7851	33964	250707	340550	1661576	128746	258514	626404	1039649	61704	0	0	0	0	2851	17072				30040	532953	287709	754957	0	0				237	3015													0	1976372				237	22432	0	22432	0	967537	0	0	0	0	0	0	0	0	0	0	0	0	51484	0	824	CONF	CONF				0	
601443																																																																2562	15148		197			12482	3178		9268	229269	0	52	0	24819	2324		39266	1704	3120	11602	5080	1855	1345	13325	54968	81278	35746	13662	5455				0	0					3533	12592	56875	80561							96														13634				0		0	706		3036													1936			CONF	CONF					
601658																																																																2780	14499		2201			76567	1671		0	743440	0	0	14489	152038	2108		230231	17085	13975	46377	64592	9092	895	136204	101224	146309	155103	51001	1558				0	0					49381	153270	68926	210177							0													0	292021				0		0	279		6259													3284			CONF	CONF				0	
602048																																																																9454	51899		449			120942	47122		3959	1484755	0	0	0	396580	59840		153921	12295	22037	21782	68464	151417	117968	83244	89812	181755	345869	338115	48375				0	47					24911	46909	190062	527913							0														805591				0		0	491		1268													2909			CONF	CONF					
602543																																																															0	49554	0		27255			17605	820		287	187377	0	0	0	49686	1233		40810	231	1688	7290	7619	17256	15545	8774	31714	22292	27668	35873	11205				485	0					2709	767	196	18708							0														69901				0		0	0		9591													8481			CONF	CONF					
602842																																																																1223	0		1890			213	0		0	8911	0	0	0	4731	0		8214	760	3772	198	1	0	0	213	3469	242	256	0	0				0	0					288	0	0	326							0														0				0		0	11		153													76			CONF	CONF					
603232																																																																3915	0		3164			7929	0		0	22580	0	0	0	344	0	0	5206	0	19	158	148	6	0	1206	3981	7958	8065	244	0				0	0					0	0	0	2015						0	0														0				0		0	0	0	1589	0	0	0	0	0			0	0	0	0	0	3624	0	0	CONF	CONF					
603540																																																															0	18200	2620		5792			3538	443		2001	76807	0	0	0	30181	307		11957	507	1616	8162	8403	5299	6173	8991	7774	16654	8962	4072	173				56	153					838	1614	3840	3113							0														23696				0		0	13		3442													656			CONF	CONF					
603559																																																															0	6111	184		3607			1894	0		0	21747	0	1709	0	4021	77		3941	766	91	1388	451	1182	61	3847	1540	3026	2265	5360	1603				0	0					382	0	1512	660							0														10240				339		0	6		641													943			CONF	CONF					
603755																																																																3501	0		451			3349	0		0	24445	0	0	0	5494	0		2409	0	431	2019	2771	194	79	5313	2653	4693	4905	424	720				0	0					226	0	6893	3030							0														0				0		0	82		0													1419			CONF	CONF					
604024																																																																32082	21924		4923			47841	14233		3654	337123	0	0	0	64692	1654		23214	1640	2424	2480	4326	19676	34083	47597	20576	27624	37164	54087	81952				0	0					3089	2251	67168	59564							0														81972				0		5955	2151		3769													2173			CONF	CONF					
604033																																																																942	0		550			811	0		39	5870	0	0	0	2045	0		1483	58	52	1116	740	52	0	152	1434	902	1140	195	0				0	0					0	0	0	488							0														0				0		0	2		720													273			CONF	CONF					
604547																																																																34091	6772		63901			32441	3620		473	198811	0	1776	0	32127	0		59623	2487	656	1495	4623	5981	16834	53805	9350	11494	36658	20675	34633				0	0					318	420	10977	9378							0														73311				0		0	150		1596													771			CONF	CONF					
604640																																																															0	0	1606		5063			5242	21420		54	102709	0	0	2032	23300	966	5727	54962	2664	766	1505	6229	270	11866	41745	9916	5137	17227	4824	0				0	0					8753	212	2448	27578						0	591														0				396		0	0	0	656	0	0	0	0	396			0	0		0	0	5411	0	0	CONF	CONF					
605571																																																																684	630		0			3517	209		0	62301	0	0	0	51973	903		157	116	7	95	717	15085	35896	16	18	427	783	4001	4983				0	0					504	115	0	1116							67														0				0		0	0		1291													1359			CONF	CONF					
605610																																																																3786	50083		3820			6464	4390		113	234789	383	0	0	120598	3121		8553	43	7654	10100	6898	13372	82003	6687	8120	46425	33086	16435	2420				0	34					4295	3121	6221	28938							195													0	95199				939		0	0		37													151			CONF	CONF				0	
605656																																																																22307	29705	0	6347	23696	0	23696	2627		2378	320950	0	0	0	64916	944	55170	31638	3805	6430	21495	23227	9417	304	25319	32028	84782	65105	48572	208	0	0	0	1000	10	0				5332	21076	20073	99386	0	0				0	0														122778				0	6053	0	6053	0	4313	0	0	0	0	0	0	0	0	0	0	0	0	10787	0	0	CONF	CONF					
606046																																																															2	434277	959170	42177	126821	8116324	12605	8128929	889277		116167	32682969	0	104263	171805	8267259	162744	4550297	4067419	299494	431798	744301	929278	712461	5095974	13226240	1405900	2956931	3401583	2916953	412018	2	0	0	64783	58448	30064				957843	2863718	3939847	4761568	0	104263				440	8982													0	24468738				142638	91635	603325	133812	0	48894	0	0	0	145	28785	113257	0	11	0	0	0	0	61822	113257	4478	CONF	CONF				0	
606176																																																															8177	0	28052		0			142835	1395		0	560417	0	243	0	68330	446		224045	178	548	1017	11710	18283	35574	76405	147009	105366	86321	68600	1288				0	19					80407	71641	112674	39244							611													39605	240615				93		0	0		2433													4521			CONF	CONF				541	
606653																																																															0	273099	10938		198139			50291	7121		739	879869	0	0	0	70324	337		211470	1673	3004	26064	36475	2997	111	147730	59063	235850	289018	73337	3917				646	145					2422	0	211746	26676							0														452534				0		0	52		14230													12964			CONF	CONF					
607146																																																															7589	15166	15601		8030			80991	5095		5687	374082	0	0	25542	23103	212		75989	90	897	891	3832	1500	15894	37855	39808	79114	120482	55405	18157				0	0					6333	38006	49030	112946							0														71411				1375		0	0		661													5632			CONF	CONF					
608358																																																																11021	0		27662			4422	0		970	54003	0	0	0	2481	0		24812	0	9	669	1457	0	215	34053	2627	5315	5025	2488	379				233	0					0	15	0	5996							0														0				0		0	0		405													798			CONF	CONF					
608844																																																																0	72372		0			5209	10312		0	286507	0	0	0	98777	1032		10673	647	4717	4127	15173	20060	53817	17155	7540	55138	81252	23470	2990				71	69					2962	1475	30510	62703							0														73677				0		0	145		283													587			CONF	CONF					
609010																																																															0	1157	5385		2401			12855	910		0	286457	402	0	0	100858	5810		36115	3038	3234	4768	15379	35443	38996	22373	15254	17687	32534	97431	714				0	5					4574	6048	77336	67864							0														123381				1929		0	0		9													1647			CONF	CONF					
609467																																																																0	22389		0			2049	1301		0	113297	0	0	0	100	0		4649	35	0	0	65	0	0	61466	6977	41834	2920	0	0				0	0					0	2256	17224	67978							0														65898				0		0	0		0													0			CONF	CONF					
609476																																																																0	24885		0			0	6247		0	278122	299	0	0	227321	1258		650	13	122	1239	3472	69634	151396	2595	35	21	1077	23001	24370				0	0					1185	1007	2847	11507							100														264512				0		0	80		0													2084			CONF	CONF					
609609																																																																0	90671		0			56190	0		0	248214	616	0	0	9055	0		11924	0	0	0	0	9055	0	36830	10317	12640	42145	126501	11315				0	0					0	0	25556	67351							0														0				0		0	7		0													0			CONF	CONF					
609645																																																																4619	0		4095			2358	0		49	18976	0	0	0	6092	125		1371	0	331	716	1385	701	2959	1141	1562	1912	3706	2990	1573				0	0					0	0	608	0							0														0				0		0	0		499													531			CONF	CONF					
609832																																																																36155	6739		43522			25441	970		458	154122	0	0	0	16034	965		42435	875	1873	3371	6327	643	2916	24902	24931	38871	39833	7507	1741				0	8					1959	2486	8815	6502							0														13257				30		0	17		1952													2099			CONF	CONF					
610128																																																																5185	920		7238			12734	3274		645	303821	369	0	0	16805	234		27739	1137	1274	3730	4580	3647	2194	19096	9910	19193	84874	144824	9445				1056	124					2374	9480	23752	9174							0														125497				0		0	12		210581													602			CONF	CONF					
610164																																																																16426	3551		10645			31317	0		275	360431	0	2923	0	33251	2246		50131	440	582	5554	674	7134	18867	48323	18194	93381	17446	88135	61169				501	0					10651	29537	39446	127192							0														245407				632		0	744		2624													49102			CONF	CONF					
610539																																																																11107	0		10735			1757	0		184	40274	0	0	0	6843	0	1295	18570	101	1172	1936	1503	2072	31	8849	8448	6290	8360	599	525				0	0					0	92	3032	2978						0	0													0	0				0		0	33	0	2303	0	0	0	0	0			0	0	0	0	0	1210	0	0	CONF	CONF				0	
610557																																																																1593	2145		5082			35134	10358		0	221216	0	0	0	45482	1987	32567	23721	0	1680	8563	7093	27282	864	7129	30424	48680	40546	46565	1371				614	197					27712	17258	37549	32552						0	0													0	82033				185		0	28	0	2152	0	0	0	153	0			0	0		0	0	1373	32	0	CONF	CONF				0	
610913																																																															0	5238	3655		1561			14467	6076		490	197539	103	0	0	75535	138		13119	15405	4110	30466	3952	4849	16366	35235	8684	26212	24620	12168	14526				0	113					3048	7262	37202	8792							0														75535				127		0	312		10965													22788			CONF	CONF					
611031																																																																3279	4317		0			4935	299		0	150652	0	0	0	34262	201		42514	350	4908	15464	8447	3522	1495	13126	24130	38361	28784	11988	0				0	115					17113	16026	41915	23056							0													0	7442				0		0	19		4374													741			CONF	CONF				0	
612159																																																																97653	1266		18173			20430	973		0	204685	0	6487	0	26483	200		85796	2623	7459	8773	2082	623	4923	10972	64742	39305	24954	25270	12957				0	2524					1699	5287	8464	8420							0														82557				0		0	22		3533													3071			CONF	CONF					
612878																																																																12311	700		3756			2667	0		0	82902	0	0	0	48074	380		6646	3375	13033	7831	11704	4551	7181	4513	6417	3533	9990	3510	6798				0	0					1510	411	243	7940							0														13100				0		0	4		2229													2677			CONF	CONF					
613008																																																															0	3094	1571047	0	8874	1480405	0	1480405	788720		452043	14228233	0	4552	36255	3255181	66271	866751	1279285	76480	131010	276734	276014	621151	1864229	4055348	635783	1850635	1807697	2260542	333443	0	0	0	0	23004	0				141496	897514	1128600	4304908	0	4552				0	1667														8510881				23801	31354	65662	31354	0	992	0	0	0	268	16084	7449	0	0	0	0	0	0	4516	7449	2099	CONF	CONF					
613156																																																																4936	18670		2143			37073	9961		0	331392	0	0	272	62109	4067		61038	1712	676	10421	27127	18426	3604	35937	22714	79013	80369	37472	13025				0	183					13342	28201	73838	64207							0													0	217593				55		0	99		5642													6921			CONF	CONF				0	
613343																																																															2500	204651	60461		85065			130120	15779		6717	1117484	0	0	0	111578	6361		184770	6207	6671	21545	35943	22407	18359	186194	115774	195203	190647	99572	210784				0	675					19993	84306	194743	173264							270													0	297255				770		0	1564		11340													8367			CONF	CONF				0	
613400																																																																546	346713	0	0	338671	0	338671	82152		8576	3071393	0	0	128	1127323	18229	165210	57508	14429	69702	20181	41826	205132	774939	530968	283593	190101	251683	583432	85890	0	0	0	0	649	0				2261	98658	91744	734277	0	0				493	237													0	1309589				493	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	221579	0	958	CONF	CONF				0	
613558																																																																49023	26941		29006			133908	20764		0	889978	0	71	14106	256871	2475		185342	6244	14326	23298	44405	122913	45438	218737	68613	133341	172079	36191	3640				323	20					3435	75766	151763	131940							228													63139	682772				1659		0	1839		3373													2460			CONF	CONF				535	
613679																																																																8332	20391	0	354	103611	0	103611	16871		0	472645	0	0	0	182701	8172	4289	66090	122495	97	274	4350	34670	20647	80599	18025	22326	65992	74386	28083	0	0	0	0	10	0				11469	17934	71150	26289	0	0				439	85														202104				439	379	0	379	0	4601	0	0	0	0	0	0	0	0	0	0	0	0	381	0	0	CONF	CONF					
613839																																																																0	8769		0			4998	9968		0	203308	0	0	0	53056	1900		64346	1854	7231	3460	19713	4259	16379	17552	48135	28915	24376	19734	11331				0	67					23757	42979	22974	32569							0													0	16428				1181		0	27		348													1896			CONF	CONF				0	
613950																																																																2074	78402		0			19713	91		177691	1865812	0	0	0	491136	3178		397335	9578	967	5157	8365	37904	426323	121437	310395	125895	262248	343537	210348				0	0					49545	190380	93406	362230							411														692702				0		0	514		73727													323725			CONF	CONF					
613978																																																																3075	144		0			5940	2987		0	96564	0	0	0	58892	1407		431	0	86	1680	2387	12291	42230	3859	12	2393	14633	8110	8666				0	0					2672	470	15732	5079							0														39410				169		0	0		0													166			CONF	CONF					
614256																																																															0	5180	0		5767			3156	4		550	30136	0	0	0	10046	121		5494	15	350	360	1147	7330	806	1994	3135	3408	3094	7747	654				0	0					937	699	122	815							0														17100				0		0	0		1363													1376			CONF	CONF					
614313																																																																48192	41187	0	12608	107251	0	107251	47699		12377	992237	568	1672	0	346204	1479	291448	22372	13176	13946	45614	63259	154790	53047	104568	57373	118476	192728	139363	33138	0	0	0	1789	39	0				22922	26634	115975	191834	1672	0				595	1009														743390				595	55	0	55	0	6923	0	0	0	0	0	0	0	0	0	0	0	0	7965	0	7656	CONF	CONF					
614368																																																																66653	10326		17991			88467	0		274	732814	1024	0	0	110233	1755		154697	23451	20166	15281	2011	13245	36051	132557	173912	116113	49283	48870	102026				0	0					26685	106693	132553	161879							0													0	408737				37		0	711		3399													6219			CONF	CONF				0	
614751																																																																17544	0		19036			7616	1089		475	161969	597	0	133	62556	3437	20082	28235	1252	759	4379	7769	18351	30046	7077	23149	13456	18949	22628	14724				0	324					8254	10606	14758	12120						0	0														77349				0		0	35	0	1761	0	0	0	0	0			0	0	0	0	0	2955	0	0	CONF	CONF					
614948																																																																50412	1136		8801			17497	3698		3534	146034	0	0	0	17267	281		25241	262	934	8418	4396	1484	1772	16603	15060	37717	40765	12610	6013				0	0					2002	990	4531	31530							0														129939				0		0	0		1525													2830			CONF	CONF					
615217																																																																0	539		0			172361	84369		0	681716	37	0	0	118539	12905		96259	1872	382	2392	1215	33891	78207	222029	7860	79577	82983	146107	24641				3503	6					1185	4684	155729	123587							0														108093				0		0	44		2607													1695			CONF	CONF					
615253																																																																30035	0		24511			3223	484		566	65190	0	0	0	0	0		19264	0	0	0	0	0	0	18159	2471	15075	11348	12468	1153				0	28					122	0	0	3520							0														22750				1571		0	30		1595													1076			CONF	CONF					
615851																																																															0	33463	2061		25479			21998	392		0	142581	0	348	0	23329	308		10961	1260	1902	1703	2530	13733	2201	8008	18561	23168	13946	47254	6179				0	0					11669	3693	11230	2971							0														22707				1663		0	49		2889													2702			CONF	CONF					
615879																																																																0	28778		0			0	0		0	91024	18	0	0	31103	553		2523	1760	5205	15614	7060	256	1208	2641	9083	29185	15142	2911	0				0	0					0	0	13399	17192							0														38453				377		0	0		0													17			CONF	CONF					
615954																																																																74252	17751		26693			59469	21496		7164	723270	0	0	0	258778	5324		57731	1	1581	2785	4303	41697	207249	27277	41241	51884	102350	100965	140102				0	53					15687	42196	94588	84422							0														461129				0		515	121		5866													8895			CONF	CONF					
616036																																																																3081	6051		1247			75008	6349		0	310194	37	0	0	39534	2113		57524	2685	11195	20741	3099	598	518	54872	47260	92629	58864	7152	7736				165	1575					4332	29990	60508	70056							0														9420				2361		35	2620		1107													6460			CONF	CONF					
616540																																																																31341	0		28126			19129	0		7013	122541	0	0	0	20335	0		29269	1718	739	4137	4903	8739	99	19757	7054	18092	20922	31005	5351				0	42					0	0	0	12268							0														44218				0		0	59		3672													556			CONF	CONF					
617051																																																																2765	3491		794			13563	695		711	79481	0	0	0	22327	825		20618	125	3364	5118	4648	2135	6937	12177	6225	9739	18760	5068	5185				0	0					7901	3524	5777	14574							0														79481				0		0	4		777													1753			CONF	CONF					
617079																																																																1155	1099		0			2637	1485		0	37925	0	0	0	24986	178		214	736	476	2385	4156	8438	8678	2517	407	1502	4530	2723	1259				0	0					1722	1055	3122	0							0														24986				0		0	2		175													309			CONF	CONF					
617145																																																																40864	0		14207			17095	1954		0	140624	0	101	17095	26329	368		17698	0	1121	2325	4075	5914	12856	23450	8249	20981	15347	24909	21355				0	114					765	648	0	33633							0														18705				46		0	43		2891													1612			CONF	CONF					
617275																																																																0	3068		0			5100	5943		0	45916	0	0	0	8982	541	6849	10004	3565	1447	1131	2755	83	0	20563	1508	4532	6033	4268	0				60	29					2910	3136	8821	6756						0	0														10095				207		0	0	0	235	0	0	0	177	0			0	0		0	0	335	30	0	CONF	CONF					
617743																																																															0	89585	0		70728			10757	872		3595	204837	0	0	0	18004	0		62538	356	1227	3169	5279	7973	0	45927	28343	59848	49727	1889	1045				439	9					0	0	0	8946							0														73364				0		0	76		1314													512			CONF	CONF					
618647																																																																5017	1233		8070			6054	587		0	42392	0	0	0	12234	107		12011	407	1150	3619	5295	1763	0	7184	3272	9308	7467	2501	426				0	3					2514	487	1522	2918							0														20905				0		0	47		1163													436			CONF	CONF					
618740																																																															4500	27156	28578		11126			81562	18132		1769	523368	60	0	83	118567	3938		56275	1586	1866	4292	24812	17230	68601	94680	15319	28613	84797	89538	90760				0	19					14595	49160	91701	68854							0													0	322977				194		0	124		1794													1853			CONF	CONF				0	
618777																																																																19254	0		1076			1672	0		0	40063	92	0	0	13016	0		2014	234	722	1512	1704	8844	0	361	1200	4173	5434	15971	0				0	0					275	0	3090	589							0														12620				0		0	0		443													740			CONF	CONF					
618807																																																																0	242017	0	0	642882	0	642882	208748		90340	5217948	0	0	0	1721993	2453	543376	249103	7813	46529	33706	70279	429217	1130572	1089358	143899	659298	729815	471911	393559	0	0	0	0	459	0				19002	388045	651980	1072281	0	0				0	389														2069702				63	524	0	524	0	14	0	0	0	0	0	63	0	0	0	0	0	0	177210	63	8308	CONF	CONF					
619701																																																																0	58616		0			814617	53094		13642	2107965	0	0	397363	521174	4106		47235	12623	16119	50927	108145	125421	207149	256476	42136	118213	213904	485396	463519				2496	89					22916	112040	232738	258085							0													0	510090				4768		0	7708		2637													4007			CONF	CONF				0	
619859																																																																11156	0		2428			12182	180		0	88976	181	0	0	27773	110		10328	2925	7425	2566	661	1647	12186	8438	7066	11811	12121	7527	14421				0	4					48	4683	18243	7077							298														37239				369		0	25		3130													2118			CONF	CONF					
619877		0	0	22000	0	0	0	805000	0	0	44010000	0	0	2018000	24000	15033000	14683000	1022000	4710000	11124000	10020000	179000	0	0	0	0	0	15625000	0	2000	142000			0	1000	0	0	0	0													2848000	7000	6000	18767000	0	0	6000	0	0	0	6748000		0	0	0	0	0	0		805000	0	0	44010000	0	0		2018000	24000	24000		514000	20000	5000	13000	163000	1100000							0	0	0	15625000	0					0	1000	0	0						1000	14000													0						22000	0			18767000	0	0	0	0	0				0				6748000		64000	CONF	CONF				0	
621151																																																																33625	0		15835			4449	0		0	65105	0	429	0	3135	195		14014	386	203	1457	681	126	282	12143	4124	17222	22767	5066	423				0	17					1449	298	2818	969							0														11228				0		0	2		1292													592			CONF	CONF					
621245																																																																13932	312		5909			9931	0		1141	56222	0	0	0	13933	219		23721	1326	4678	3892	550	1305	2182	5315	12402	8411	8169	6039	1953				0	0					342	0	4913	3734							0														500				0		0	0		1345													511			CONF	CONF					
621357																																																																47502	4537		15017			64386	0		1746	328607	0	0	0	78401	2734		74369	2898	7182	10796	18735	15224	22957	43804	33589	49820	79908	35332	7752				0	0					11798	33726	29924	31774							0													0	319743				0		0	116		2839													4107			CONF	CONF				0	
621441																																																																9259	8155		2650			15150	1241		493	171481	0	0	0	54279	3022		41409	1176	4900	10954	28782	7888	409	13450	21883	33201	38040	10548	0				0	0					7566	8201	23889	20107							0													0	86626				0		0	158		15233													2078			CONF	CONF				0	
622037																																																															0	6690	11634		22438			34955	0		0	337922	126	0	0	115647	649		121837	6727	10494	30573	56083	11089	0	31382	73234	37847	63291	2257	14338				0	21					8504	38693	56527	33412							0														158946				0		0	27		1155													7696			CONF	CONF					
622774																																																																5882	35249		261			93578	83037		0	1110140	0	0	0	95868	12145		341036	7327	4678	22423	59939	1251	250	379410	66397	160169	363803	43525	896				2264	836					113069	218537	253755	181252							201													118973	131117				0		439	196		8085													5687			CONF	CONF				1614	
