"IDRSSD"	RCFD1410	RCFD1420	RCFD1460	RCFD1563	RCFD1590	RCFD1763	RCFD1764	RCFD1797	RCFD2081	RCFD2107	RCFD2122	RCFD2123	RCFD2746	RCFD5367	RCFD5368	RCFDA247	RCFDA570	RCFDA571	RCFDA572	RCFDA573	RCFDA574	RCFDA575	RCFDB532	RCFDB533	RCFDB534	RCFDB536	RCFDB537	RCFDB538	RCFDB539	RCFDB837	RCFDC391	RCFDF158	RCFDF159	RCFDF160	RCFDF161	RCFDF162	RCFDF163	RCFDG091	RCFDG092	RCFDG093	RCFDG094	RCFDG095	RCFDG096	RCFDG097	RCFDG098	RCFDG099	RCFDG100	RCFDG101	RCFDG102	RCFDG378	RCFDHK25	RCFDK098	RCFDK137	RCFDK163	RCFDK164	RCFDK165	RCFDK168	RCFDK203	RCFDK204	RCFDK207	RCON1288	RCON1420	RCON1460	RCON1545	RCON1590	RCON1763	RCON1764	RCON1766	RCON1797	RCON2081	RCON2107	RCON2122	RCON2123	RCON2165	RCON2746	RCON5367	RCON5368	RCON5370	RCONA247	RCONA564	RCONA565	RCONA566	RCONA567	RCONA568	RCONA569	RCONA570	RCONA571	RCONA572	RCONA573	RCONA574	RCONA575	RCONB531	RCONB534	RCONB535	RCONB538	RCONB539	RCONB837	RCONC391	RCONF158	RCONF159	RCONF160	RCONF161	RCONF162	RCONF163	RCONF230	RCONF231	RCONF232	RCONF576	RCONF577	RCONG091	RCONG092	RCONG093	RCONG094	RCONG095	RCONG096	RCONG097	RCONG098	RCONG099	RCONG100	RCONG101	RCONG102	RCONG376	RCONG378	RCONGW45	RCONGW46	RCONGW47	RCONHK25	RCONJ451	RCONJ454	RCONJ464	RCONK098	RCONK137	RCONK158	RCONK159	RCONK160	RCONK161	RCONK162	RCONK163	RCONK164	RCONK165	RCONK166	RCONK168	RCONK203	RCONK204	RCONK207	RCONK256	RCONLE75	RCONLG24	RCONLG25	RCONPR04	RCONPR05	RCONPR06	RIADG377	
21359																																																													0	5474	0		8012			7017	0		0	39468	0	0	0	9854	282		6719	244	640	2480	3049	3441	0	6192	1735	8243	8520	4924	0				0	0			40	0	2131	2240							0														0				61		0	134		2451													1833			CONF	CONF					
21658																																																													0	49592	0		12126			4756	979		2452	148460	0	0	0	37908	2217	0	30128	1238	2693	10547	17948	4484	957	9653	16544	53210	22190	7045	1817				37	42			2939	615	117	28642						0	0														56696				110		0	21	0	3368	110	0	0	0	0			0	0	0	0	0	2649	0	0	CONF	CONF					
22048																																																													0	902	11401		2179			49801	2732		51	227209	0	0	0	57763	3482		48258	1056	8367	21959	25078	602	184	15474	23810	62476	61183	5793	209				0	100			3329	26622	43916	9534							31													0	137041				38		0	0		8625													6772			CONF	CONF				0	
22543																																																													0	884	9181		2846			23448	35104		0	273140	0	741	0	63455	4823		89224	5038	13039	19323	23652	540	1151	57029	14118	63126	48122	24830	2307				0	34			10887	10329	68840	39827							37														62367				0		0	20		503													2218			CONF	CONF					
22552																																																													0	37722	3961		21509			11334	0		0	102739	0	0	0	10189	246		27299	1069	502	2560	5081	977	0	16095	10950	25352	28320	6184	5649				0	0			10	3744	139	9566							0														15281				389		0	167		2512													1640			CONF	CONF					
22730																																																													0	639	20834		31			11164	1520		0	119663	0	10372	0	17397	812		2340	1459	2998	2186	1470	2886	6343	3716	5696	19715	21805	40261	11078				0	0			321	1277	10022	21906							0														74729				0		0	38		675													22655			CONF	CONF					
23456																																																													0	20914	2764		12702			18439	8181		109	248738	37	0	0	68002	9240		47906	604	8582	17161	36562	4173	920	28489	27501	48237	66363	6952	1970				1136	40			14316	11821	40630	22433							0														40985				579		0	259		4961													12828			CONF	CONF					
23504																																																													0	0	3996548	0	0	818826	0	818826	42091		1491	10773556	-1318	0	164038	830511	733	699989	931067	5746	67027	132068	199849	347535	75070	3063192	431505	2327163	2700515	1384748	2993	0	0	0	0	2627	0		6031	169321	1254256	3385898	0	0				3262	2106														4201222				100451	34849	227999	34849	0	0	0	0	27631	0	55864	13694	0	0	0	0	0	0	1057	13694	9210	CONF	CONF					
23643																																																													0	5473	740		1786			37872	0		186	156480	0	0	0	36828	2451		47471	448	2337	9420	23469	991	0	16634	28052	29133	37751	6444	0				0	0			4078	13295	15274	21953							155														46102				622		0	0		5790													10754			CONF	CONF					
23755																																																													0	828	6140		21			24300	14874		7290	195351	0	0	0	47951	602		10336	137	117	4124	2268	15235	26022	21359	10768	10284	35891	66864	812				0	122			4368	17422	54703	13211							379														135087				0		0	13		2769													737			CONF	CONF					
24006																																																													0	0	206437		0			74616	20708		10942	1346888	0	0	0	232806	60		70657	8414	8030	19777	19578	54083	122268	215868	75491	312620	277403	208791	20744				0	8			2283	61815	115410	621511							415													0	390590				0		0	234		18													40			CONF	CONF				0	
24378																																																													0	0	125		0			6023	1401		0	54278	0	0	0	36954	219		4170	3	668	596	427	9699	25545	2022	1477	721	3050	8869	1185				0	5			380	960	1203	1727							0														36975				333		0	1		1233													4047			CONF	CONF					
24659																																																													0	9195	3594		6842			6608	0		0	50220	0	0	0	10617	326		9294	81	871	3733	3950	637	1312	10565	2308	8643	11567	5935	11				30	0			0	0	3843	5343							0													0	0				0		0	8		2099													1715			CONF	CONF				0	
24949																																																													0	591	25475		42			25444	6508		5879	271731	0	0	0	31492	4580		23977	1533	3933	8433	15546	1637	342	42910	20669	78309	78886	19465	0				206	30			3092	10368	49085	104917							0														77752				9704		0	196		1403													2423			CONF	CONF					
25357																																																													0	69191	16418		65026			30036	5138		6411	516807	0	61	0	107212	67		152055	8415	15744	40846	24546	13821	1754	115244	72941	103656	70333	29894	11483				0	0			21101	51018	49243	81910							195													0	104304				0		0	346		6814													6815			CONF	CONF				0	
25647																																																													0	44	30882	0	0	36857	0	36857	6774		0	293465	760	0	0	57789	1192	881	78710	2251	1896	28242	25195	204	0	61791	21070	71306	71985	8804	0	0	0	0	0	3174	0		4451	25098	43619	80568	0	0				482	0													0	238834				482	112	0	112	0	127	0	0	0	0	0	0	0	0	0	0	0	0	3538	0	0	CONF	CONF				0	
26765																																																													0	43464	159675		894			721129	23081		705	3130514	0	0	63469	398368	1617		1277639	9019	13103	53222	50995	122413	148331	980966	274551	916885	352907	196020	5934				0	0			43502	430040	457058	806523							324													205953	3085400				12642		0	36277		947													7234			CONF	CONF				1391	
27070																																																													0	4220	61564		2943			43241	9193		9770	652112	284	0	0	295935	6432		36892	2944	3464	20786	44174	192114	32000	54767	22544	108407	112375	51988	5912				0	0			2304	45066	53386	108046							160														202192				0		0	20		1110													9166			CONF	CONF					
27614																																																													0	432	6358		0			4214	17809		41053	266618	0	13977	2743	146135	6381		3664	601	1781	4854	4869	81669	52113	18880	8156	14158	31266	41788	6156				0	670			628	1389	21262	2746							289														0				588		0	93		2363													1108			CONF	CONF					
27847																																																													0	222386	31510		12427			37572	1770		6603	628582	0	552	0	138338	4920		95672	4158	13033	44875	40224	17206	17894	19433	59048	142604	141085	88867	38293				0	0			5639	46183	84159	21999							0														282052				4868		0	394		4713													9417			CONF	CONF					
28013																																																													0	0	2715919	0	0	174155	0	174155	73445		0	4162472	0	0	0	186999	61268	80310	110934	725	14860	40631	28521	37181	64980	185184	283958	1067390	1592143	792312	37795	0	0	0	0	0	0		1101	29413	369227	549304	0	0				0	27													0	2079250				14784	0	0	0	0	0	0	0	0	0	0	14784	0	0	0	0	0	0	1641	14784	403	CONF	CONF				0	
28152																																																													0	27696	13119		16354			16195	1476		437	148921	0	153	0	40414	3679	2242	21915	1600	2162	5708	10898	18130	1821	14128	10063	23585	32769	17990	8730				0	91			987	97	14676	5274						0	0														15393				0		0	5	0	4910	0	0	0	0	0			0	0	0	0	0	3358	0	0	CONF	CONF					
28675																																																													0	15454	3370		4497			6797	6140		3285	118394	0	0	0	43867	3747	0	17237	258	1895	9094	25618	7001	0	8513	11676	17640	26607	6149	3323				0	2			3663	8477	12091	4342						0	0														52718				206		0	55	0	949	0	204	0	0	0			2	0		0	0	1658	0	0	CONF	CONF					
28732																																																													0	1014	327		485			9644	5464		0	95850	0	0	0	34475	596		32041	921	4469	12730	9128	7228	0	10940	15711	18984	12095	1261	2383				0	25			9429	5630	6617	16268							0													0	34475				0		0	186		3174													2516			CONF	CONF				0	
29476																																																													0	37607	297		17776			4695	0		0	93456	0	0	0	9753	636		36267	427	1567	4901	2646	211	0	4192	30081	24624	12710	5701	6341				0	0			2005	5469	9685	4264							0													0	35897				0		0	0		579													690			CONF	CONF				0	
29636																																																													0	10813	25901		597			68422	15124		3824	667416	0	0	0	84455	2966		150503	4114	14318	24024	34763	3353	2508	169122	79859	159840	145783	17647	9757				3397	0			20511	39050	82674	282005							0													0	211598				1981		0	14463		2258													10956			CONF	CONF				0	
29878																																																													0	0	380667	0	0	0	0	0	2759		0	2004720	0	0	0	944580	1435	188	45983	2	475	8180	10901	154446	749604	34879	63506	185544	319811	440875	524	0	0	0	0	0	0		5155	32802	4611	632678	0	0				19563	9078														372504				20146	0	0	0	0	0	0	0	0	21	562	0	0	0	0	0	0	0	33	0	0	CONF	CONF					
30052																																																													0	246	0		0			1401	0		0	28902	0	0	0	4179	260		5153	0	124	1196	2589	0	270	6557	5376	6708	4219	1863	0				0	0			3714	1807	8082	8639							0													0	28328				0		0	11		3													560			CONF	CONF				0	
30502																																																													0	0	109736		0			26576	26170		65264	920113	79	0	6653	367999	5699		36783	2475	7528	6170	15155	93813	240217	82436	33574	72202	124512	210360	28469				0	523			2165	17023	72066	203159							580														333910				0		0	8497		1978													13337			CONF	CONF					
30810		0	0	55133	0	148704	0	0	0	0	126556948	0	0	1383477	5059168	206763	82172679	12998448	11729159	4511046	6457322	7043532	0	0	0	0	0	99323465	0	0	3998934	0	0	0	0	0	0													102108515	2808941	2447893	0	0	0	2808941	0	0	361048	20587001		0	0	0	0	148704	0		0	0	0	126556948	0	0		1383477	5059168	0		4	35	916	2868	258375	1105096							0	0	0	99323465	0			0	0	0	0						0	6494																			5106	50027			0	0	0	0	0	0				0				20587001		0	CONF	CONF					
31134																																																													0	6285	0		5458			12656	571		0	127624	0	0	0	58966	1924	52665	23097	1088	2987	749	26984	8782	18341	6433	14279	8056	23815	13749	2057				373	2			6315	2459	11561	899						0	0														44196				0		0	167	0	9766	0	0	0	0	0			0	0		0	0	10222	0	0	CONF	CONF					
31255																																																													0	1012	14762	0	0	113601	0	113601	7514		25670	863428	1226	0	350	215939	54097	202653	159039	5382	24376	39947	24328	112085	9752	266769	59955	134405	76757	89595	21202	0	0	0	0	0	0		27064	60571	91846	164447	0	0				0	0													5287	750853				0	56	56993	56	0	164	0	0	0	0	0	0	0	0	0	0	0	0	30918	0	0	CONF	CONF				0	
31657																																																													0	11383	0		4363			10829	0		0	70685	0	0	0	24219	25		11941	365	380	988	10870	1374	10242	5622	6192	5237	13200	5144	11071				0	0			1987	4379	4529	964							0														0				0		0	2246		2990													2771			CONF	CONF					
31826																																																													0	5804	19417	0	1803	19710	0	19710	5003		19258	351442	0	0	0	135700	1139	12	51910	4308	3507	8376	21101	37793	60172	34138	15234	33046	81889	43374	7771	0	0	0	0	0	0		6145	21377	67889	29281	0	0				0	0														131787				0	8064	0	8064	0	4461	0	0	0	0	0	0	0	0	0	0	0	0	6391	0	0	CONF	CONF					
31835																																																													99	9951	0		48295			12350	61		891	88268	0	0	0	10339	42		52732	1089	428	2025	1737	5060	0	64533	5877	1894	3246	1408	771				0	0			65	798	590	0							0														62670				0		0	0		2117													2670			CONF	CONF					
32234																																																													0	23631	815		8555			14683	241		3145	127820	0	0	0	46620	49		20710	509	4254	23621	15081	3154	0	13053	6198	21596	22652	10916	6783				412	0			78	10023	11578	4046							0														82879				146		0	78		927													2939			CONF	CONF					
32766																																																													0	0	10697		0			38140	9309		0	202919	0	0	0	36088	604		38675	2104	882	309	10879	16279	5635	40104	14423	28344	53857	26001	2914				0	1728			15154	11323	30627	44782							0														88014				0		0	4086		181													200			CONF	CONF					
32971																																																													0	8259	17741		2843			15083	25845		3314	291552	139	0	0	128021	1510		12350	1121	3110	2239	6619	26706	87497	29644	8398	9411	32541	47970	35440				0	2			6498	4881	41950	33715							58													0	134203				511		0	0		1489													540			CONF	CONF				0	
33147																																																													0	37821	5267		41617			53575	0		1000	310970	0	0	0	68621	4116		128249	4408	12679	37744	11686	1755	0	24641	86575	78127	23569	11055	17769				0	0			14031	17036	42446	16577							146														291463				210		0	14		5927													2922			CONF	CONF					
33259																																																													0	5281	43007		0			77080	11678		9883	822927	0	0	0	68621	8874		169806	8412	8496	35469	14634	1610	0	143245	72007	339838	176975	16764	0				0	51			42016	121171	195664	235320							0													0	153017				12687		0	1250		829													2202			CONF	CONF				0	
33370																																																													0	0	1663		0			0	1107		0	21064	0	0	0	14849	172		0	0	34	79	261	1505	12673	368	153	70	132	1864	3628				0	0			1155	446	0	1629							0													0	14849				0		0	43		0													0			CONF	CONF				0	
33839																																																													0	3004	0		3148			3701	0		377	20602	0	0	0	5949	42		4163	57	814	1983	1678	1417	0	2286	1181	2053	5802	3331	0				0	0			220	0	942	0							0														0				0		0	0		1954													1265			CONF	CONF					
33857																																																													0	158940	55399	0	64489	157136	0	157136	34106		269	1159395	0	1046	0	224828	17218	14664	316534	13158	24879	68873	104962	8367	4372	261223	96686	238632	212700	110241	14244	0	0	0	0	1639	0		61556	101934	95166	175967	1046	0				0	0													0	634866				0	0	0	0	0	2226	0	0	0	0	0	0	0	0	0	0	0	0	7476	0	0	CONF	CONF				0	
34434																																																													0	10368	14988		1834			31450	12153		4417	342039	0	0	0	105446	5832		54645	2999	8574	26024	49976	17487	385	40141	18169	52548	90933	30609	3562				1651	0			10567	30744	41622	55067							0													0	0				1339		0	0		8435													7465			CONF	CONF				0	
34537																																																													0	28369	346228	0	3747	1408076	0	1408076	475164		56178	9987527	0	0	0	2211430	70258	1051792	785461	119902	150204	208333	241541	536567	947786	2462726	369797	1387160	1554889	1787657	143761	0	0	0	0	61578	0		179438	443808	1578565	2831690	0	0				31	8573													0	5598003				5894	77139	35151	77139	0	24822	0	0	0	522	0	2185	0	3156	0	0	1755	1401	155886	2185	0	CONF	CONF				0	
34555																																																													0	84459	922	0	20851	12249	0	12249	2553		682	179433	0	95	12260	18091	48	11947	60366	1417	3648	2547	2264	6707	1329	25580	39193	26905	28655	37351	3208	0	0	0	328	0	0		5409	482	2959	21950	0	95				0	0														52118				977	266	0	266	0	5422	0	0	0	0	0	630	0	347	347	0	0	0	2667	630	0	CONF	CONF					
34742																																																													0	68610	19247		4152			16637	32438		0	537044	0	0	0	195704	2888		94563	7494	27943	1114	5	14512	144347	46357	71215	72787	20988	60841	68979				0	183			82298	29781	29509	52479							59													0	515995				0		0	0		1495													1623			CONF	CONF				0	
35057																																																													0	39940	7229		8234			5705	388		0	170386	4	0	1456	56814	82	40135	46202	6190	2614	2126	1472	6109	38172	27141	10257	8815	8767	16572	41997				0	3			5647	2838	25675	16538						0	0														83				0		0	90	0	616	0	0	0	0	0			0	0	0	0	0	591	0	0	CONF	CONF					
35301		0	1191000	31780000	0	2386000	1204000	0	35000	296000	38810000	3000	0	0	0	19781000	11838000	12460000	4150000	1914000	8236000	109000	0	0	2000	0	48000	0	0	0		0	0	0	1871000	0	0													13037000	0	0	0	0	0	0	0	0	0	0		0	1191000	15762000	0	1679000	25000		0	18000	296000	31582000	2000	0		0	0	0		0	0	0	0	0	0							0	2000	0	0	0			0	0	0	1871000						0	0													0						2167000	8573000			0	0	0	0	0	0				0				0		0	CONF	CONF				0	
